500 5000
377 83 40
126 440 63
364 33 90
432 222 83
106 320 85
433 301 84
96 116 85
398 82 66
31 335 41
469 110 11
312 34 19
290 404 4
415 445 7
214 180 21
184 401 92
314 434 51
411 256 71
86 262 76
401 131 82
8 474 7
386 22 100
140 187 53
309 306 39
211 220 95
187 307 41
302 11 1
161 188 83
398 41 71
353 493 4
285 334 37
124 346 84
342 474 7
438 357 96
23 124 31
48 201 90
345 295 82
5 107 83
119 146 84
301 240 99
312 470 28
313 221 79
403 250 53
446 52 10
18 245 13
70 313 97
448 468 26
414 118 58
419 342 99
322 38 72
362 202 64
326 117 5
462 117 43
213 251 47
99 150 99
438 129 8
304 238 3
444 381 41
340 229 13
211 78 66
53 92 99
32 423 34
238 311 31
143 112 73
177 26 48
103 195 18
135 265 66
53 227 93
449 367 56
28 212 30
299 474 75
153 439 70
216 150 45
198 259 41
113 87 73
21 29 63
458 104 79
72 74 87
402 453 38
423 281 87
119 198 1
149 452 16
380 468 90
309 384 98
65 485 41
253 8 26
265 357 45
186 139 14
75 294 1
430 408 88
479 184 88
261 171 26
389 494 96
55 3 18
35 340 63
290 429 36
18 160 76
55 197 46
397 396 46
189 471 3
20 324 28
70 192 44
231 487 5
409 285 20
212 125 35
300 82 100
466 453 29
469 111 48
46 279 84
405 393 28
316 3 94
359 148 84
288 18 45
313 180 9
73 113 33
140 456 55
441 188 86
32 19 8
97 49 73
452 201 33
376 67 55
108 445 70
193 106 13
105 202 94
24 459 43
420 21 14
279 298 37
163 335 21
255 155 75
228 377 40
232 223 40
499 66 41
190 35 52
68 428 27
376 148 70
194 70 98
419 225 2
68 46 8
44 168 53
65 145 29
485 445 49
142 476 59
419 6 68
146 41 57
403 365 88
164 375 23
217 198 95
71 74 79
360 75 47
106 442 11
365 198 80
142 59 9
175 11 20
236 362 64
334 416 8
399 108 39
62 190 63
112 130 76
370 346 22
18 455 24
373 482 9
487 21 97
405 33 73
339 290 35
476 444 46
375 332 19
128 478 55
455 375 57
173 177 74
379 472 71
397 14 37
78 162 65
340 432 23
405 9 16
147 79 70
45 57 96
70 173 70
332 162 29
132 497 58
224 336 10
244 326 28
88 498 35
321 285 96
58 337 32
17 116 4
153 201 39
62 179 21
135 429 58
11 40 52
384 170 60
342 130 27
163 27 8
481 342 45
349 141 21
92 71 44
373 98 100
195 21 28
248 311 17
398 127 94
64 342 97
96 415 12
29 35 46
57 153 54
414 179 81
234 428 26
408 404 23
408 120 41
491 264 49
306 180 13
306 390 23
150 497 11
370 385 5
370 150 92
128 286 28
101 285 3
137 16 61
273 244 77
152 285 14
221 105 17
80 6 42
132 95 4
130 203 81
25 195 14
452 287 35
416 343 90
75 308 49
207 409 70
199 136 13
32 239 87
489 432 39
294 378 74
112 197 54
198 289 81
48 47 21
307 199 21
500 343 11
477 190 52
241 492 94
199 391 100
452 415 27
22 385 41
120 301 43
233 71 25
77 264 11
285 355 87
194 380 96
236 71 61
372 213 97
10 339 48
490 7 28
392 337 15
285 205 99
188 232 29
440 330 36
99 315 62
369 14 84
475 368 30
465 132 31
445 131 62
141 96 88
489 63 58
489 174 99
415 188 47
137 257 67
442 350 65
81 470 45
274 443 15
80 434 14
52 250 44
456 92 95
8 255 93
450 180 5
129 295 5
256 114 93
431 138 4
65 154 42
156 131 29
126 79 19
329 311 10
166 360 61
67 292 77
288 149 96
261 47 45
467 343 29
473 289 58
494 357 100
428 414 12
142 269 50
60 406 64
295 15 16
234 279 80
173 48 89
247 322 2
295 160 85
41 197 92
195 390 50
365 443 63
273 124 83
41 31 83
82 10 69
87 270 53
406 78 27
41 74 35
232 133 19
56 166 17
195 218 74
161 346 68
307 115 48
323 127 51
453 141 49
150 332 26
312 346 6
294 37 2
442 374 20
290 99 29
289 322 26
220 263 51
204 141 71
139 429 48
293 143 3
208 221 48
103 381 76
127 285 29
489 70 97
336 246 88
372 446 48
213 33 49
324 134 89
471 485 30
206 495 27
361 284 98
259 489 32
234 29 88
25 437 6
107 291 67
6 141 73
140 460 26
25 217 59
