500 5000
64 303 36
179 469 60
82 97 77
386 212 22
160 479 82
26 394 85
382 284 63
22 442 37
171 48 50
382 495 94
319 132 77
258 285 33
186 352 3
278 443 95
315 44 41
93 332 69
500 223 9
27 450 34
226 96 74
484 56 18
360 345 5
391 434 91
263 37 90
161 315 43
247 255 7
88 367 73
157 404 92
413 365 64
407 352 79
472 231 17
400 66 46
42 396 31
439 78 82
300 428 68
34 3 41
489 200 16
136 81 2
26 434 15
431 317 49
433 281 33
194 26 56
402 124 53
30 462 72
273 500 85
449 378 71
21 496 6
34 56 26
224 285 22
21 63 13
175 462 36
114 422 61
320 434 13
490 189 84
400 422 69
326 153 59
30 204 78
430 491 60
335 291 26
350 387 89
241 478 30
149 340 50
3 375 24
371 280 71
123 376 27
315 362 100
115 374 43
4 327 23
256 283 15
218 3 68
80 487 16
160 329 11
75 418 55
216 156 66
423 165 14
373 466 37
337 121 30
331 189 41
181 433 14
107 117 28
390 402 10
147 163 64
248 63 43
292 117 3
212 6 96
96 425 51
423 351 22
290 247 84
482 272 29
438 283 35
489 431 24
429 374 94
208 269 3
324 386 75
219 361 38
279 190 12
414 148 43
445 4 13
479 451 44
260 500 32
177 270 66
150 189 62
247 346 12
139 450 61
247 436 28
279 239 28
48 69 90
318 357 25
170 373 20
466 340 54
439 264 48
341 492 27
106 118 18
257 165 31
308 79 20
360 495 19
2 498 89
21 200 36
407 52 91
90 219 33
117 149 51
237 269 27
95 448 10
165 254 79
327 81 60
292 74 84
58 446 63
416 477 61
333 474 97
337 197 11
455 181 56
452 327 31
449 401 100
31 379 6
387 243 56
182 22 68
256 500 64
425 112 32
17 215 15
291 57 18
108 320 68
109 47 92
57 198 31
433 191 99
55 62 3
414 16 11
487 193 79
242 60 67
325 464 20
147 61 82
331 24 54
32 236 5
273 301 51
355 489 38
234 384 73
163 87 17
228 61 51
107 297 54
258 130 31
157 167 97
222 116 19
36 108 69
112 11 56
255 11 79
41 204 93
57 26 17
129 276 77
157 168 13
291 458 77
266 402 57
442 144 42
471 299 23
228 90 67
250 447 88
422 84 20
300 360 96
253 479 8
430 204 45
394 450 69
290 271 90
445 73 48
122 41 99
438 169 74
43 453 19
154 24 68
462 482 3
116 392 97
498 90 90
55 367 44
276 380 51
201 2 48
65 258 27
307 374 87
380 86 29
282 486 88
322 162 3
238 384 44
207 463 27
324 197 77
110 116 23
408 50 41
180 362 61
39 455 47
468 330 70
187 367 48
149 385 43
321 14 87
195 190 17
256 407 2
274 258 81
289 42 58
238 359 67
279 443 62
351 328 89
428 299 67
332 52 45
328 295 23
469 310 94
165 283 74
454 115 24
197 172 84
346 49 32
432 89 85
126 184 92
373 253 87
307 333 27
233 335 39
251 360 100
142 453 89
143 406 52
387 114 81
294 205 60
10 19 80
93 408 74
370 182 88
112 176 49
35 199 10
275 154 45
85 13 80
349 6 89
31 425 43
80 94 83
494 285 43
214 463 91
56 419 83
349 286 41
341 228 62
430 255 16
267 146 8
335 124 31
337 379 71
127 344 46
183 487 91
454 72 55
498 487 92
142 281 61
346 351 36
410 214 44
182 45 5
91 191 66
384 17 26
161 4 81
282 405 99
460 309 97
89 448 70
138 172 61
236 214 28
406 438 70
111 257 25
212 333 10
79 498 96
175 162 76
490 482 66
74 286 56
465 323 99
273 348 7
418 11 17
307 296 31
184 322 32
169 475 15
348 235 82
13 315 37
437 286 47
447 407 99
53 312 28
101 220 19
494 320 51
144 98 27
86 368 56
476 176 85
317 426 19
198 453 8
336 260 51
103 65 19
215 439 29
113 391 49
319 353 53
82 32 22
151 320 27
474 444 28
307 317 65
259 328 10
463 412 75
429 409 35
426 213 15
482 443 63
406 329 32
27 275 78
373 141 10
127 336 40
177 29 56
52 248 32
361 352 8
397 346 84
367 398 3
245 458 77
220 25 98
16 364 90
119 11 83
176 309 20
233 126 53
390 124 7
377 333 40
94 67 42
340 105 81
363 223 16
39 237 24
302 413 47
104 429 64
283 311 72
184 313 83
306 406 93
295 294 97
34 105 55
343 77 93
470 273 71
203 186 20
321 375 99
