500 5000
483 323 95
8 427 84
464 260 95
100 139 60
429 488 52
159 67 66
300 457 67
129 19 84
493 392 87
486 46 88
282 265 71
17 278 1
176 407 76
37 381 24
366 337 35
228 80 67
319 129 48
154 223 61
92 480 22
114 340 8
12 279 13
67 459 82
390 134 46
30 375 38
256 93 2
233 440 92
60 247 49
55 460 44
317 59 38
123 118 89
187 155 11
26 283 21
379 279 80
113 272 3
464 266 41
85 105 22
365 241 100
346 320 56
364 50 81
343 123 53
134 489 69
380 168 34
227 240 89
108 447 85
141 67 97
132 361 51
406 381 42
289 201 2
37 433 17
57 59 43
348 46 20
101 74 15
156 391 97
197 360 36
75 35 8
196 99 85
5 104 80
156 316 99
3 225 33
347 423 27
191 130 86
9 382 9
444 488 1
467 316 18
161 231 2
32 184 68
130 436 95
102 70 86
369 29 94
216 52 57
51 454 35
421 217 67
286 364 98
141 480 80
33 89 81
444 129 80
192 372 68
205 336 69
331 56 9
421 134 57
38 169 29
169 482 27
71 98 62
315 300 23
209 1 16
156 43 83
310 395 64
302 323 49
243 433 100
392 333 51
416 399 61
425 337 36
123 114 33
194 41 39
314 261 81
145 462 81
7 280 4
229 7 32
415 231 90
17 150 46
362 154 35
450 193 11
223 488 66
458 422 50
46 118 16
244 255 2
387 36 58
415 220 70
293 316 35
38 251 40
457 421 65
375 377 13
9 91 86
130 18 73
287 132 58
315 207 61
163 122 37
182 118 80
236 303 1
82 183 50
158 58 30
234 465 96
253 259 96
275 390 7
301 46 22
160 115 78
449 363 97
339 98 6
243 279 55
22 190 78
304 26 53
20 423 97
330 251 57
252 410 10
268 296 41
79 374 69
286 227 8
333 111 37
477 260 52
10 216 76
186 434 61
347 300 84
101 371 69
133 160 36
292 45 3
276 101 25
162 36 6
33 229 62
340 487 87
439 206 63
309 177 90
176 272 73
330 213 73
97 414 88
421 111 99
362 202 78
276 151 52
33 67 68
156 402 8
386 110 7
330 407 100
118 487 81
397 68 80
108 374 38
249 6 2
288 374 90
226 72 2
177 70 10
43 428 37
344 312 2
27 49 82
343 216 26
137 423 72
115 433 5
6 342 29
10 280 73
153 111 59
306 332 49
427 482 72
174 333 54
450 118 41
457 102 37
10 155 94
85 354 98
408 55 51
165 453 29
169 476 48
118 357 19
492 337 85
468 90 45
145 51 33
448 467 14
143 428 78
273 3 97
469 252 56
75 329 78
211 343 73
6 60 28
252 276 21
262 485 77
160 217 46
467 355 77
433 349 97
499 38 39
494 339 77
224 473 85
371 336 55
44 185 88
181 90 7
275 68 18
280 435 16
221 52 17
359 382 75
337 382 12
51 442 59
400 209 97
468 456 21
54 291 64
89 487 18
169 343 39
91 340 38
345 327 85
26 365 14
280 305 2
212 437 36
153 228 54
22 248 13
83 381 57
69 93 2
120 100 41
453 217 86
229 290 75
405 235 81
221 404 31
189 61 1
486 49 63
290 171 77
321 427 91
236 156 57
92 248 47
250 441 62
423 29 91
349 120 19
446 280 26
301 350 18
82 258 74
468 333 86
217 7 76
351 48 15
84 64 9
426 311 13
202 374 27
52 100 3
319 156 11
243 188 4
172 138 55
196 381 76
149 146 11
480 278 45
421 400 6
36 466 33
157 325 43
191 77 20
116 362 51
65 185 66
410 187 37
86 372 23
481 187 5
390 206 63
150 198 72
169 130 34
75 128 83
93 134 65
222 86 53
481 78 24
72 429 26
475 149 45
314 302 78
343 249 18
149 458 34
445 401 61
57 305 40
497 435 17
417 283 7
156 390 78
346 324 59
305 356 62
437 305 34
292 170 10
134 490 14
142 65 51
35 336 41
218 62 85
90 155 43
494 246 99
446 57 79
226 145 31
140 262 41
452 430 48
222 167 79
436 186 86
286 398 80
211 376 34
442 37 14
80 311 92
44 60 18
325 157 24
243 16 13
213 60 60
251 46 24
490 189 72
281 486 75
26 434 28
337 465 64
286 200 49
256 469 36
76 421 12
406 360 45
332 80 65
185 331 20
489 169 5
104 49 69
166 459 89
203 176 64
474 411 78
244 323 27
130 463 28
258 426 54
183 160 99
133 424 76
386 458 6
230 473 82
155 99 58
359 225 55
24 472 3
118 8 97
412 121 79
